Wine Type,Category,Table1.id,Table1.name,Table1.volume,Table1.ABV,Table1.location,Table1.country,Table1.producer,Table1.style,Table1.price,Table1.sugar,Table1.sweetness,Table1.total_alcohol_ml,Table1.value,Table1.type,Table1.class,Table1.rating,Table1.rating_norm,Table1.value_norm,Table1.score_norm,Table1.score
Pinot Noir,Red Wine,8280,Champagne Eric Rodez Les Beurys,750,12,Champagne,France,That's Life Gourmet Ltd,,253.65,,,90,0.354819633,Pinot Noir,wine,,,-1.479011881,,
Cabernet Sauvignon,White Wine,13001,Morlet Family Coeur de Valle Cabernet Sauvignon,750,15,California,USA,Morlet Family Vineyards,Full-bodied & Firm,320,2,XD - Extra Dry,112.5,0.3515625,Cabernet Sauvignon,wine,,,-1.480120703,,
Blend - Other,Other / Mixed Type,13622,Dom Perignon Brut Vintage Champagne + 2 FREE glasses,750,12.5,Champagne,France,Lcbo,,267.95,9,,93.75,0.349878709,Blend - Other,wine,,,-1.480693914,,
Pinot Noir,Red Wine,8467,Domaine Trapet Rochelandet Chambertin Grand Cru,750,13.5,Burgundy,France,Prestige Des Grands Vins De Fr,,290.3,,,101.25,0.348777127,Pinot Noir,wine,,,-1.481068924,,
Sparkling,Sparkling Wine,7744,Perrier-Jout Belle Epoque Brut Champagne,750,12.5,Champagne,France,S.A. Champagne Perrier Jouet,Rich & Complex,269,11,XD - Extra Dry,93.75,0.348513011,Sparkling,wine,,,-1.481158837,,
Cabernet Sauvignon,White Wine,8761,Louis M. Martini Lot 1 Cabernet Sauvignon,750,15.1,California,USA,E. & J. Gallo Winery,Full-bodied & Firm,325,2,XD - Extra Dry,113.25,0.348461538,Cabernet Sauvignon,wine,,,-1.48117636,,
Bordeaux,Red Wine,12870,Chteau Pontet-Canet,750,13,Bordeaux,France,Pontet-Canet,Medium-bodied & Fruity,280,2,XD - Extra Dry,97.5,0.348214286,Bordeaux,wine,,,-1.481260531,,
Merlot Blend,Red Wine,7856,Ornellaia,3000,14.5,Tuscany,Italy,Tenuta Dell'Ornellaia,Full-bodied & Firm,1251,,XD - Extra Dry,435,0.347721823,Merlot Blend,wine,5,0.734543234,-1.48142818,-1.088173047,1.738609115
Corvina Blend,Other / Mixed Type,11230,Masi Mazzano Amarone della Valpolicella Classico,750,16,Veneto,Italy,Masi,,346,7,XD - Extra Dry,120,0.346820809,Corvina Blend,wine,,,-1.481734911,,
Pinot Noir,Red Wine,13248,Eyrie Vineyards South Block Pinot Noir,750,13.5,Oregon,USA,Eyrie Vineyards,Medium-bodied & Fruity,293,,XD - Extra Dry,101.25,0.34556314,Pinot Noir,wine,,,-1.482163058,,
Cabernet Sauvignon,White Wine,10031,Janzen Beckstoffer To Kalon Vineyard Cabernet Sauvignon,750,14.5,California,USA,Bacio Divino,Full-bodied & Firm,315,,XD - Extra Dry,108.75,0.345238095,Cabernet Sauvignon,wine,,,-1.482273712,,
Pinot Noir,Red Wine,10780,Domaine de Montille Corton Clos du Roi Grand Cru,750,13,Burgundy,France,Sarl Domaine De Montille,Medium-bodied & Fruity,286,3,,97.5,0.340909091,Pinot Noir,wine,,,-1.48374743,,
Pinot Noir,Red Wine,7522,Domaine Marquis d'Angerville Clos des Ducs Volnay 1er Cru,750,13.5,Burgundy,France,Domaine Marquis D'Angerville,Medium-bodied & Fruity,300,2,,101.25,0.3375,Pinot Noir,wine,,,-1.484907982,,
Cabernet Sauvignon/Cabernet Franc,White Wine,12495,Gandona Cabernet Sauvignon,750,15.2,California,USA,Gandona Inc,Full-bodied & Firm,338,2,XD - Extra Dry,114,0.337278107,Cabernet Sauvignon/Cabernet Franc,wine,,,-1.484983521,,
Cabernet Sauvignon Blend,White Wine,8109,Chteau Rauzan-Sgla,750,13.5,Bordeaux,France,Ch<e2>teau Rauzan-S<e9>gla,,305,2,XD - Extra Dry,101.25,0.331967213,Cabernet Sauvignon Blend,wine,,,-1.486791502,,
Cabernet Sauvignon Blend,White Wine,8111,Chteau Rauzan-Sgla,1500,13.5,Bordeaux,France,Ch<e2>teau Rauzan-S<e9>gla,,610,,XD - Extra Dry,202.5,0.331967213,Cabernet Sauvignon Blend,wine,,,-1.486791502,,
Marsanne Blend,Other / Mixed Type,11975,Domaine Jean-Louis Chave Hermitage Blanc,750,13.5,"Rh<f4>ne, France","Rh<f4>ne, France",Jean-Louis Chave,Full-bodied & Rich,305,2,XD - Extra Dry,101.25,0.331967213,Marsanne Blend,wine,,,-1.486791502,,
Pinot Noir,Red Wine,15219,Chanson Pre et Fils Clos de Beze Chambertin Grand Cru,750,13.5,Burgundy,France,Chanson Pere & Fils,Medium-bodied & Fruity,310,2,XD - Extra Dry,101.25,0.326612903,Pinot Noir,wine,,,-1.488614263,,
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,8114,Chteau Canon,3000,15,Bordeaux,France,Ch<e2>teau Canon,,1380,,XD - Extra Dry,450,0.326086957,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.48879331,,
Pinot Noir,Red Wine,9594,Domaine Faiveley Clos des Cortons Faiveley Corton Grand Cru,750,13,Burgundy,France,Maison J. Faiveley,Medium-bodied & Fruity,299,2,XD - Extra Dry,97.5,0.326086957,Pinot Noir,wine,,,-1.48879331,,
Chardonnay,White Wine,14538,Laurent Ponsot Cuve de la Centaure Les Charmes Meursault 1er Cru,750,13,Burgundy,France,Laurent Ponsot Sas,Full-bodied & Rich,299,,XD - Extra Dry,97.5,0.326086957,Chardonnay,wine,,,-1.48879331,,
Cabernet Sauvignon,White Wine,7336,Stag's Leap Wine Cellars S.L.V. Cabernet Sauvignon,750,14.1,California,USA,Chat Ste Michelle,Full-bodied & Smooth,325,2,XD - Extra Dry,105.75,0.325384615,Cabernet Sauvignon,wine,,,-1.489032408,,
Nebbiolo Blend,Other / Mixed Type,13262,Giacosa Barbaresco Asili,750,14.5,Piedmont,Italy,Giacosa Bruno Srl,,334.4,,,108.75,0.32520933,Nebbiolo Blend,wine,,,-1.48909208,,
Bordeaux,Red Wine,13488,Chteau Cos d'Estournel,750,13,Bordeaux,France,Nath. Johnston & Fils,,299.85,4,XD - Extra Dry,97.5,0.325162581,Bordeaux,wine,,,-1.489107994,,
Malbec,Red Wine,8766,Catena Zapata Mundus Bacillus Terrae Adrianna Vineyard Malbec,750,14,Mendoza,Argentina,Bodegas Esmeralda,Full-bodied & Firm,323,,XD - Extra Dry,105,0.325077399,Malbec,wine,,,-1.489136993,,
Red Blend,Red Wine,7951,Sassicaia,1500,13.5,Tuscany,Italy,Tenuta San Guido,Full-bodied & Smooth,625,2,XD - Extra Dry,202.5,0.324,Red Blend,wine,,,-1.48950377,,
Chardonnay,White Wine,7812,Lucien Le Moine Corton-Charlemagne Grand Cru,750,13.5,France,France,L.M. Sas,Full-bodied & Rich,314,,,101.25,0.322452229,Chardonnay,wine,,,-1.490030676,,
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,8107,Chteau Canon,1500,15,Bordeaux,France,Ch<e2>teau Canon,,700,,XD - Extra Dry,225,0.321428571,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.490379159,,
Chardonnay,White Wine,11992,Domaine Louis Latour Corton-Charlemagne Grand Cru,750,14.1,Burgundy,France,Maison Louis Latour,Full-bodied & Rich,330,2,XD - Extra Dry,105.75,0.320454545,Chardonnay,wine,,,-1.490710745,,
Bordeaux Red,Red Wine,11136,Chteau Troplong Mondot,750,16,Bordeaux,France,Nath. Johnston & Fils,Full-bodied & Firm,375,3,XD - Extra Dry,120,0.32,Bordeaux Red,wine,,,-1.490865485,,
Syrah Blend,Red Wine,14506,Delas Frres La Landonne Cte-Rtie,750,14,"Rh<f4>ne, France","Rh<f4>ne, France",Delas Vins A St Jean De Muzols,Full-bodied & Smooth,330,,XD - Extra Dry,105,0.318181818,Syrah Blend,wine,,,-1.491484447,,
Cabernet Sauvignon Blend,White Wine,9805,Tignanello,1500,14,Tuscany,Italy,Antinori,Full-bodied & Firm,662,,XD - Extra Dry,210,0.317220544,Cabernet Sauvignon Blend,wine,3.8,-0.811522548,-1.491811692,1.210638826,1.205438067
Bordeaux Red,Red Wine,14626,Chteau Rauzan-Sgla,750,13,Bordeaux,France,Nath. Johnston & Fils,Full-bodied & Firm,310,2,XD - Extra Dry,97.5,0.314516129,Bordeaux Red,wine,,,-1.492732353,,
Corvina Blend,Other / Mixed Type,11537,Tedeschi La Fabriseria Amarone della Valpolicella Classico,750,12.5,Veneto,Italy,Tedeschi,Full-bodied & Smooth,300,11,D - Dry,93.75,0.3125,Corvina Blend,wine,,,-1.493418701,,
Pinot Noir,Red Wine,7595,Lescure Clos de Vougeot,750,13.5,France,France,Domaine Chantal Lescure,,324.3,,,101.25,0.312210916,Pinot Noir,wine,,,-1.493517113,,
Cabernet Sauvignon Blend,White Wine,12406,Cain Five,750,14.5,California,USA,Cain,Full-bodied & Firm,350,4,XD - Extra Dry,108.75,0.310714286,Cabernet Sauvignon Blend,wine,,,-1.494026609,,
Cabernet Sauvignon Blend,White Wine,9808,Tignanello,1500,14,Tuscany,Italy,Antinori,Full-bodied & Firm,678,,XD - Extra Dry,210,0.309734513,Cabernet Sauvignon Blend,wine,3.8,-0.811522548,-1.494360152,1.212706959,1.176991149
Bordeaux,Red Wine,14734,Chteau Pichon Longueville Comtesse de Lalande,750,14,Bordeaux,France,Nath. Johnston & Fils,,339,2,XD - Extra Dry,105,0.309734513,Bordeaux,wine,,,-1.494360152,,
Bordeaux,Red Wine,13512,Chteau La Mondotte,750,13,Bordeaux,France,Nath. Johnston & Fils,,315.85,2,XD - Extra Dry,97.5,0.308690834,Bordeaux,wine,,,-1.49471545,,
Sparkling,Sparkling Wine,11510,Bollinger R.D. Extra Brut Champagne,750,12.5,Champagne,France,Champagne J. Bollinger,Rich & Complex,305,4,XD - Extra Dry,93.75,0.307377049,Sparkling,wine,,,-1.495162701,,
Red Blend,Red Wine,15242,Roy Estate Mr. Evans Proprietary Red,750,14.7,California,USA,Div-Cal Limited,,360,,XD - Extra Dry,110.25,0.30625,Red Blend,wine,,,-1.49554638,,
Merlot,Red Wine,9763,Castello di Ama L'Apparita,1500,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,689,2,XD - Extra Dry,210,0.30478955,Merlot,wine,,,-1.49604356,,
Sangiovese/Merlot,Red Wine,9764,Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico,1500,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Firm,689,,XD - Extra Dry,210,0.30478955,Sangiovese/Merlot,wine,,,-1.49604356,,
Sangiovese/Merlot,Red Wine,9765,Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico,1500,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Firm,689,2,XD - Extra Dry,210,0.30478955,Sangiovese/Merlot,wine,,,-1.49604356,,
Pinot Noir,Red Wine,12865,Roche de Bellene Charmes-Chambertin Grand Cru,750,13,Burgundy,France,Maison Roche De Bellene,Medium-bodied & Fruity,320,,XD - Extra Dry,97.5,0.3046875,Pinot Noir,wine,,,-1.4960783,,
Pinot Noir,Red Wine,11009,Remoissenet Pre et Fils Clos St. Denis Grand Cru,1500,13.5,Burgundy,France,Remoissenet Pere & Fils,Medium-bodied & Fruity,665,2,XD - Extra Dry,202.5,0.304511278,Pinot Noir,wine,,,-1.496138291,,
Pinot Noir,Red Wine,11010,Remoissenet Pre et Fils Clos Vougeot Grand Cru,1500,13.5,Burgundy,France,Remoissenet Pere & Fils,Medium-bodied & Fruity,665,2,XD - Extra Dry,202.5,0.304511278,Pinot Noir,wine,,,-1.496138291,,
Merlot,Red Wine,9766,Castello di Ama L'Apparita,3000,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,1384,,XD - Extra Dry,420,0.303468208,Merlot,wine,,,-1.496493382,,
Sangiovese/Merlot,Red Wine,15421,Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico,3000,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Firm,1384,,,420,0.303468208,Sangiovese/Merlot,wine,,,-1.496493382,,
Sangiovese/Merlot,Red Wine,15422,Castello di Ama Vigneto La Casuccia Gran Selezione Chianti Classico,3000,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,1384,,,420,0.303468208,Sangiovese/Merlot,wine,,,-1.496493382,,
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,8113,Chteau Canon,1500,13.5,Bordeaux,France,Ch<e2>teau Canon,,670,,XD - Extra Dry,202.5,0.302238806,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.496911906,,
Chardonnay,White Wine,10290,Gaja Gaia & Rey Chardonnay,750,14,Piedmont,Italy,Azienda Agricola Di Angelo Gaja,Full-bodied & Rich,348,2,XD - Extra Dry,105,0.301724138,Chardonnay,wine,,,-1.497087114,,
Bordeaux,Red Wine,8671,Chteau Troplong Mondot,3000,16,Bordeaux,France,Ulysse Cazabonne,Full-bodied & Firm,1595,,XD - Extra Dry,480,0.300940439,Bordeaux,wine,,,-1.497353908,,
Bordeaux,Red Wine,13521,Chteau Ducru-Beaucaillou,1500,13,Bordeaux,France,Nath. Johnston & Fils,,650.85,,XD - Extra Dry,195,0.299608205,Bordeaux,wine,,,-1.497807438,,
Bordeaux,Red Wine,13499,Chteau Figeac,750,13,Bordeaux,France,Joanne Bordeaux,,325.85,3,XD - Extra Dry,97.5,0.299217431,Bordeaux,wine,,,-1.497940469,,
Merlot,Red Wine,15419,Castello di Ama L'Apparita,3000,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,1410,,,420,0.29787234,Merlot,wine,,,-1.498398377,,
Bordeaux,Red Wine,12204,Pavillon Blanc,750,13,Bordeaux,France,Nath. Johnston & Fils,,328.85,4,XD - Extra Dry,97.5,0.29648776,Bordeaux,wine,,,-1.498869728,,
Cabernet Sauvignon Blend,White Wine,9806,Tignanello,3000,14,Tuscany,Italy,Antinori,Full-bodied & Firm,1419,,XD - Extra Dry,420,0.295983087,Cabernet Sauvignon Blend,wine,3.8,-0.811522548,-1.499041533,1.216506005,1.124735731
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,7875,Chteau Canon,750,13,Bordeaux,France,Ch<e2>teau Canon,,330,,XD - Extra Dry,97.5,0.295454545,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.499221464,,
Bordeaux,Red Wine,9467,Chteau Pontet-Canet,1500,13.5,Bordeaux,France,Joanne Bordeaux,Medium-bodied & Fruity,687,2,,202.5,0.294759825,Bordeaux,wine,,,-1.499457966,,
Cabernet Sauvignon/Malbec,White Wine,7465,Via Cobos Marchiori Estate Volturno,750,14.5,Mendoza,Argentina,Vina Cobos S.A.,Full-bodied & Firm,369,,XD - Extra Dry,108.75,0.294715447,Cabernet Sauvignon/Malbec,wine,,,-1.499473074,,
Bordeaux,Red Wine,12602,Chteau La Conseillante,750,13.5,Bordeaux,France,Newfoundland Liquor Commission,Medium-bodied & Fruity,343.75,3,XD - Extra Dry,101.25,0.294545455,Bordeaux,wine,,,-1.499530944,,
Cabernet Sauvignon,White Wine,10740,Dalla Valle Cabernet Sauvignon,750,14,California,USA,"Oakville Hills Cellar, Inc Dba Dall",Full-bodied & Firm,357,2,XD - Extra Dry,105,0.294117647,Cabernet Sauvignon,wine,,,-1.499676582,,
Merlot,Red Wine,15418,Castello di Ama L'Apparita,1500,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,715,2,,210,0.293706294,Merlot,wine,,,-1.499816619,,
Pinot Noir,Red Wine,12977,Marchand-Tawse Bonnes Mares Grand Cru,750,13.5,Burgundy,France,Marchand-Tawse,Medium-bodied & Fruity,345,3,XD - Extra Dry,101.25,0.293478261,Pinot Noir,wine,,,-1.499894248,,
Red Blend,Red Wine,11266,Peter Michael Les Pavots Estate Blend,750,15.4,California,USA,Peter Michael Winery,Full-bodied & Firm,395,2,XD - Extra Dry,115.5,0.292405063,Red Blend,wine,,,-1.500259595,,
Merlot Blend,Red Wine,7855,Ornellaia,6000,14.5,Tuscany,Italy,Tenuta Dell'Ornellaia,Full-bodied & Firm,2990,,XD - Extra Dry,870,0.2909699,Merlot Blend,wine,5,0.734543234,-1.500748166,-1.102364412,1.4548495
Cabernet Sauvignon Blend,White Wine,9801,Tignanello,750,14,Tuscany,Italy,Antinori,Full-bodied & Smooth,361,2,XD - Extra Dry,105,0.290858726,Cabernet Sauvignon Blend,wine,3.8,-0.811522548,-1.500786013,1.217921689,1.105263159
Cabernet Sauvignon Blend,White Wine,9809,Tignanello,3000,14,Tuscany,Italy,Antinori,Full-bodied & Firm,1448,,XD - Extra Dry,420,0.290055249,Cabernet Sauvignon Blend,wine,3.8,-0.811522548,-1.501059539,1.218143662,1.102209946
Syrah Blend,Red Wine,10615,E. Guigal La Mouline Cte-Rtie,750,13.5,"Rh<f4>ne, France","Rh<f4>ne, France",E. Guigal,Full-bodied & Smooth,349.25,2,XD - Extra Dry,101.25,0.289906943,Syrah Blend,wine,,,-1.501110027,,
Pinot Noir,Red Wine,14863,Domaine Geantet-Pansiot Charmes-Chambertin Grand Cru,750,13,Burgundy,France,Arvine Sarl,,337,2,XD - Extra Dry,97.5,0.289317507,Pinot Noir,wine,,,-1.501310688,,
Cabernet Sauvignon,White Wine,11308,Roy Estate Cabernet Sauvignon,750,15,California,USA,Div-Cal Limited,Full-bodied & Firm,390,,XD - Extra Dry,112.5,0.288461538,Cabernet Sauvignon,wine,,,-1.501602084,,
Pinot Noir,Red Wine,14671,Maison Louis Jadot Chapelle-Chambertin Grand Cru,750,14,Burgundy,France,Maison Louis Jadot,Medium-bodied & Fruity,366,,,105,0.286885246,Pinot Noir,wine,,,-1.502138699,,
Shiraz/Syrah,Red Wine,10706,Jim Barry The Armagh Shiraz,750,15,South Australia,Australia,Jim Barry Wines,Full-bodied & Smooth,393,,XD - Extra Dry,112.5,0.286259542,Shiraz/Syrah,wine,,,-1.502351707,,
Cabernet Sauvignon Blend,White Wine,8560,Chteau Loville Barton,750,13.5,Bordeaux,France,Dulong Calvet,Full-bodied & Firm,355,2,XD - Extra Dry,101.25,0.285211268,Cabernet Sauvignon Blend,wine,,,-1.50270857,,
Bordeaux Red,Red Wine,10628,Continuum,750,14.7,California,USA,Tmr Wine Company Llc,Full-bodied & Firm,390,2,XD - Extra Dry,110.25,0.282692308,Bordeaux Red,wine,,,-1.503566096,,
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,7878,Chteau Canon,750,13,Bordeaux,France,Ch<e2>teau Canon,,345,3,XD - Extra Dry,97.5,0.282608696,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.50359456,,
Bordeaux,Red Wine,9456,Chteau Smith Haut Lafitte,1500,14.5,Bordeaux,France,Nath. Johnston & Fils,Medium-bodied & Fruity,770,,XD - Extra Dry,217.5,0.282467532,Bordeaux,wine,,,-1.503642616,,
Cabernet Sauvignon,White Wine,14901,Guarachi Beckstoffer Las Piedras Cabernet Sauvignon,750,15,California,USA,Div-Cal Limited,Full-bodied & Smooth,399.75,6,D - Dry,112.5,0.281425891,Cabernet Sauvignon,wine,,,-1.503997221,,
Cabernet Sauvignon Blend,White Wine,10604,Peter Michael Les Pavots,750,14.5,California,USA,Peter Michael Winery,Full-bodied & Firm,389,2,XD - Extra Dry,108.75,0.279562982,Cabernet Sauvignon Blend,wine,,,-1.504631408,,
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,12425,Antinori Guado al Tasso,750,13.5,Tuscany,Italy,Antinori,Full-bodied & Smooth,363,,XD - Extra Dry,101.25,0.27892562,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.504848385,,
Pinot Noir,Red Wine,9653,Remoissenet Pre Et Fils Chambolle-Musigny,750,13.5,Burgundy,France,Remoissenet Pere & Fils,Medium-bodied & Fruity,365,2,XD - Extra Dry,101.25,0.27739726,Pinot Noir,wine,,,-1.505368682,,
Sangiovese Blend,Red Wine,12905,Col d'Orcia Brunello di Montalcino,750,14,Tuscany,Italy,Col D'Orcia Srl Societa Agrico,Medium-bodied & Fruity,379,2,XD - Extra Dry,105,0.277044855,Sangiovese Blend,wine,,,-1.505488651,,
Bordeaux,Red Wine,12955,Chteau Ducru-Beaucaillou,750,13,Bordeaux,France,Ch<e2>teau Ducru-Beaucaillou,Full-bodied & Firm,354.75,2,XD - Extra Dry,97.5,0.274841438,Bordeaux,wine,,,-1.506238758,,
Cabernet Sauvignon Blend,White Wine,9473,Chteau Loville-Poyferr,750,13.5,Bordeaux,France,Ulysse Cazabonne,Medium-bodied & Fruity,370,,XD - Extra Dry,101.25,0.273648649,Cabernet Sauvignon Blend,wine,,,-1.506644817,,
Merlot,Red Wine,7966,Massetino,750,14,Tuscany,Italy,Tenuta dell'Ornellaia,Full-bodied & Smooth,385,3,XD - Extra Dry,105,0.272727273,Merlot,wine,,,-1.50695848,,
Shiraz/Syrah,Red Wine,14904,Astralis Syrah,750,14.5,South Australia,Australia,Clarendon Hills,,399.75,,XD - Extra Dry,108.75,0.272045028,Shiraz/Syrah,wine,,,-1.507190736,,
Merlot,Red Wine,9761,Castello di Ama L'Apparita,3000,14,Tuscany,Italy,Castello Di Ama,Medium-bodied & Fruity,1555,,,420,0.270096463,Merlot,wine,,,-1.507854084,,
Merlot,Red Wine,9762,Castello di Ama L'Apparita,3000,14,Tuscany,Italy,Castello Di Ama,,1555,,,420,0.270096463,Merlot,wine,,,-1.507854084,,
Merlot,Red Wine,15417,Castello di Ama L'Apparita,3000,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,1555,,,420,0.270096463,Merlot,wine,,,-1.507854084,,
Bordeaux,Red Wine,9474,Chteau Smith Haut Lafitte,750,13.5,Bordeaux,France,Joanne Bordeaux,Medium-bodied & Fruity,376,,XD - Extra Dry,101.25,0.269281915,Bordeaux,wine,,,-1.508131379,,
Merlot,Red Wine,9760,Castello di Ama L'Apparita,1500,14,Tuscany,Italy,Castello Di Ama,Full-bodied & Smooth,785,2,XD - Extra Dry,210,0.267515924,Merlot,wine,,,-1.508732573,,
Pinot Noir,Red Wine,13828,Maison Louis Jadot Mazis-Chambertin Grand Cru,750,13,Burgundy,France,Maison Louis Jadot,Medium-bodied & Fruity,366,,XD - Extra Dry,97.5,0.266393443,Pinot Noir,wine,,,-1.509114698,,
Riesling,White Wine,13255,Zeltinger Sonnenuhr Riesling Beerenauslese,375,7.5,Mosel,Germany,J & H Selbach GmbH & Co Kg,Aromatic & Flavourful,107,,S - Sweet,28.125,0.262850467,Riesling,wine,,,-1.510320829,,
Bordeaux,Red Wine,14454,Chteau Troplong Mondot,750,14,Bordeaux,France,Nath. Johnston & Fils,,400,2,XD - Extra Dry,105,0.2625,Bordeaux,wine,,,-1.510440138,,
Cabernet Sauvignon,White Wine,15240,Staglin Family Vineyard Estate Cabernet Sauvignon,750,14.9,California,USA,Staglin Winery,,426,,XD - Extra Dry,111.75,0.262323944,Cabernet Sauvignon,wine,,,-1.510500072,,
Bordeaux,Red Wine,9464,Chteau Smith Haut Lafitte,3000,14.5,Bordeaux,France,Nath. Johnston & Fils,Medium-bodied & Fruity,1670,,XD - Extra Dry,435,0.260479042,Bordeaux,wine,,,-1.51112813,,
Pinot Noir,Red Wine,9661,Remoissenet Pre Et Fils Clos Vougeot Grand Cru,12000,13.5,Burgundy,France,Remoissenet Pere & Fils,Medium-bodied & Fruity,6220,,XD - Extra Dry,1620,0.260450161,Pinot Noir,wine,,,-1.511137962,,
Pinot Noir,Red Wine,9664,Remoissenet Pre Et Fils Latricieres-Chambertin Grand Cru,12000,13.5,Burgundy,France,Remoissenet Pere & Fils,Medium-bodied & Fruity,6220,,XD - Extra Dry,1620,0.260450161,Pinot Noir,wine,,,-1.511137962,,
Cabernet Sauvignon/Cabernet Franc,White Wine,10605,Peter Michael Au Paradis Cabernet Sauvignon,750,13.5,California,USA,Peter Michael Winery,Full-bodied & Firm,389,3,XD - Extra Dry,101.25,0.260282776,Cabernet Sauvignon/Cabernet Franc,wine,,,-1.511194945,,
Sparkling - Dry,Sparkling Wine,7496,Dom Prignon Brut Champagne,1500,12.5,Champagne,France,Mhcs,Rich & Complex,727,9,XD - Extra Dry,187.5,0.257909216,Sparkling - Dry,wine,,,-1.512002973,,
Cabernet Sauvignon,White Wine,14068,David Arthur 1147 Elevation Cabernet Sauvignon,750,13,California,USA,David Arthur,,379,,XD - Extra Dry,97.5,0.257255937,Cabernet Sauvignon,wine,,,-1.512225368,,
Pinot Noir,Red Wine,11716,Domaine Tawse Mazis-Chambertin Grand Cru,750,13,Burgundy,France,Marchand-Tawse,Medium-bodied & Fruity,380,3,XD - Extra Dry,97.5,0.256578947,Pinot Noir,wine,,,-1.512455835,,
Sparkling,Sparkling Wine,10351,Louis Roederer Cristal Brut Champagne,750,12,Champagne,France,Louis Roederer,Rich & Complex,350.95,9,D - Dry,90,0.256446787,Sparkling,wine,5,0.734543234,-1.512500826,-1.110997248,1.282233935
Grenache Blend,Red Wine,11548,Chteau de Beaucastel Hommage  Jacques Perrin Chteauneuf-du-Pape,750,14.5,"Rh<f4>ne, France","Rh<f4>ne, France",Domaines Perrin & Fils,Full-bodied & Firm,425,4,XD - Extra Dry,108.75,0.255882353,Grenache Blend,wine,,,-1.512692975,,
Cabernet Sauvignon,White Wine,8770,Senses Wines Cabernet Sauvignon,750,14.8,California,USA,Senses Wines,,435,,,111,0.255172414,Cabernet Sauvignon,wine,,,-1.512934659,,
Chardonnay,White Wine,14539,Laurent Ponsot Cuve du Kalimeris Corton Charlemagne Grand Cru,750,13.5,Burgundy,France,Laurent Ponsot Sas,Full-bodied & Rich,397,,XD - Extra Dry,101.25,0.255037783,Chardonnay,wine,,,-1.512980491,,
Bordeaux,Red Wine,12157,Chteau Valandraud,750,14.5,Bordeaux,France,Ulysse Cazabonne,,427.85,,XD - Extra Dry,108.75,0.254177866,Bordeaux,wine,,,-1.513273232,,
Cabernet Sauvignon,White Wine,15241,Staglin Family Vineyard Estate Cabernet Sauvignon,750,14.9,California,USA,Staglin Winery,,440,,XD - Extra Dry,111.75,0.253977273,Cabernet Sauvignon,wine,,,-1.513341519,,
Nebbiolo Blend,Other / Mixed Type,13260,Giacosa Barolo Falletto,750,15,Piedmont,Italy,Giacosa Bruno Srl,,443.65,,,112.5,0.253578271,Nebbiolo Blend,wine,,,-1.513477351,,
Pinot Noir,Red Wine,9669,Remoissenet Pre Et Fils Volnay,750,13.5,Burgundy,France,Remoissenet Pere & Fils,Medium-bodied & Fruity,400,2,XD - Extra Dry,101.25,0.253125,Pinot Noir,wine,,,-1.513631657,,
Shiraz/Syrah,Red Wine,11782,Paul Jaboulet An La Chapelle Hermitage,750,13.5,"Rh<f4>ne, France","Rh<f4>ne, France",Paul Jaboulet Aine,Full-bodied & Smooth,400,4,XD - Extra Dry,101.25,0.253125,Shiraz/Syrah,wine,5,0.734543234,-1.513631657,-1.111827893,1.265625
Cabernet Sauvignon Blend,White Wine,9782,Solaia,750,14,Tuscany,Italy,Antinori,Full-bodied & Smooth,419,,XD - Extra Dry,105,0.250596659,Cabernet Sauvignon Blend,wine,,,-1.514492377,,
Cabernet Sauvignon Blend,White Wine,8105,Chteau Rauzan-Sgla,750,13,Bordeaux,France,Ch<e2>teau Rauzan-Seglas,,390,5,XD - Extra Dry,97.5,0.25,Cabernet Sauvignon Blend,wine,,,-1.514695497,,
Cabernet Sauvignon/Merlot/Cabernet Franc,White Wine,9461,Chteau Loville-Poyferr,750,12.5,Bordeaux,France,Maison Ginestet Sa,Medium-bodied & Fruity,375,2,XD - Extra Dry,93.75,0.25,Cabernet Sauvignon/Merlot/Cabernet Franc,wine,,,-1.514695497,,
